type,county,official_business_name,name,address,city,state,zip,lat,lng
Farm Winery,Columbia,"Chatham Berry Farm Llc, The","Chatham Berry Farm , The",288 Rte 21B,Valatie,NY,12184,42.37526,-73.63693
Farm Winery,Greene,Win Vin Llc,The Vineyard At Windham,11 Mount View Estates Rd,Ashland,NY,12496,42.3357,-74.30548
Farm Winery,Madison,Finntree Llc,The Apple Kitchen,3402 Old State Rd,Erieville,NY,13061,42.897009999999995,-75.77006999999999
Farm Winery,Suffolk,Dorset Farms Inc,The Lenz Winery,38355 Route 25,Peconic,NY,11958,,
Farm Winery,Oneida,Brimfield Farm Llc,Brimfield Farm Winery,8300 Brimfield St,Clinton,NY,13323,43.05092,-75.33568000000001
Farm Winery,Schoharie,Middleburgh Winery Llc,Middleburgh Winery,2636 State Hwy 145,Middleburgh,NY,12122,42.61721,-74.34663
Farm Winery,Schuyler,Finger Lakes Distilling Llc,Finger Lakes Distilling ,4676 Nys Route 414,Burdett,NY,14818,42.4602,-76.8636
Farm Winery,Suffolk,Hank'S Orchard & Winery Llc,Hank'S Orchard & Winery ,149 Montauk Hwy,Water Mill,NY,11976,40.90106,-72.36923
Farm Winery,Dutchess,Millbrook Winery Inc,Millbrook Winery ,26 Wing Rd,Millbrook,NY,12545,0.0,0.0
Farm Winery,Suffolk,Pellegrini Vineyards Llc,Pellegrini Vineyards,23005 Main Road,Cutchogue,NY,11935,41.00157313,-72.49993778
Farm Winery,Ulster,All Wise Llc,All-Wise,439 Floyd Ackert Rd,West Park,NY,12492,0.0,0.0
Farm Winery,Suffolk,Macari Vineyards & Winery Ltd,Macari Vineyards & Winery ,150 Bergen Avenue,Mattituck,NY,11952,40.98644361,-72.56979277
Farm Winery,Dutchess,Canoe Hill Vineyard Llc,Elysabeth Vineyards,309 Woodstock Rd,Millbrook,NY,12545,41.81796,-73.72568000000001
Farm Winery,Suffolk,Gove Wines Inc,Gove Wines ,38355 Rte 25,Peconic,NY,11958,41.03676,-72.46826
Farm Winery,Cayuga,Hard Pressed Cidery Llc,Hard Pressed Cidery ,8174 Grant Ave,Weedsport,NY,13166,43.0134,-76.50709
Farm Winery,Delaware,Green Sun Orchard & Cidery Llc,Green Sun Orchard & Cidery ,7109 County Hwy 27,Trout Creek,NY,13847,,
Farm Winery,Wayne,Sodus Bay Cider Llc,Sodus Bay Cider ,6246 Shaker Tract Rd,North Rose,NY,14516,43.22723,-76.94729
Farm Winery,Suffolk,Anthony Nappa Wines Llc,Anthony Nappa Wines,39390 Main Rd,Peconic,NY,11958,41.03471,-72.46061999999999
Farm Winery,Dutchess,Fishkill Farms Llc,Fishkill Farms,9 Fishkill Farm Rd,Hopewell Junction,NY,12533,0.0,0.0
Farm Winery,Westchester,White Hill Orchards Inc,White Hill Vineyard,1335 White Hill Rd,Yorktown Heights,NY,10598,0.0,0.0
Farm Winery,Dutchess,"Hudson Valley Cider Company Llc, The","Hudson Valley Cider Company , The",14 Rose Hill Farm,Red Hook,NY,12571,42.00801,-73.85144
Farm Winery,Suffolk,Surrey Lane Llc,Surrey Lane Vineyard,46975 Rte 25,Southold,NY,11971,41.05135,-72.44115
Farm Winery,Onondaga,Artisans And Curators Llc,Artisans And Curators ,2598 Nunnery Rd,Skaneateles,NY,13152,42.84758,-76.33553
Farm Winery,Ulster,Maynard Farms Inc,Maynard Farms ,326 River Rd,Ulster Park,NY,12487,41.86314,-73.96368000000001
Farm Winery,Suffolk,Cinque Family Wines Llc,Cinque Family Wines,22600 Main Rd,Cutchogue,NY,11935,41.00071,-72.50075
Farm Winery,Suffolk,Rockwell Wines Llc,Rockwell Wines ,35 Cox Neck Rd,Mattituck,NY,11952,40.988479999999996,-72.55465
Farm Winery,Saratoga,Long Road Winegrowers Llc,Galway Rock Vineyard And Winery,998 Ny 50,Ballston Lake,NY,12010,42.9369,-73.87441
Farm Winery,Albany,100 Acre Wood Vineyard Llc,Clover Pond Vineyard,100 Mariposa Ln,Altamont,NY,12009,42.72486,-73.96396
Farm Winery,Ulster,Fjord Vineyards Llc,Fjord Vineyards ,156 Highland Ave,Marlboro,NY,12542,41.59241,-73.98215
Farm Winery,Ontario,Star Cider Llc,Star Cider ,3365 State Rte 364,Canandaigua,NY,14424,42.86634,-77.24983
Farm Winery,Onondaga,Cox Family Llc,The Garden Cafe At Crazy Daisies,4693 Kasson Rd,Syracuse,NY,13215,42.99195,-76.26218
Farm Winery,Oswego,Grace Tyler Estate Winery Llc,Grace Tyler Estate Winery ,1180 State Rte 49,Constantia,NY,13044,43.24637,-75.97801
Farm Winery,Suffolk,Del Vino Vineyards Inc,Del Vino Vineyards ,29 Norwood Rd,Northport,NY,11768,40.9135,-73.32517
Farm Winery,Suffolk,Red Tail Partners Llc,Onabay Vineyards,35 Cox Neck Rd,Mattituck,NY,11952,40.988479999999996,-72.55465
Farm Winery,Suffolk,Carpe Vino Llc,Carpe Vino,35 Cox Neck Rd,Mattituck,NY,11952,40.988479999999996,-72.55465
Farm Winery,Cayuga,Giancarelli Bros Winery Llc,Giancarelli Brothers Winery,10252 Shortcut Rd,Weedsport,NY,13166,43.11324711,-76.53488359999999
Farm Winery,Cayuga,King Ferry Winery Inc,Treleaven,658 Lake Road,King Ferry,NY,13081,42.64995364,-76.63550140000001
Farm Winery,Cayuga,Sterling Cidery Llc,Sterling Cidery ,14451 Richmond Ave,Fair Haven,NY,13064,43.31629,-76.70398
Farm Winery,Chenango,Black Bear Farm Winery Inc,Black Bear Farm Winery ,248 County Rd 1,Chenango Forks,NY,13746,42.26276385,-75.82256445
Farm Winery,Jefferson,Otter Creek Winery Llc,Otter Creek Winery,33109 Rudes Road,Philadelphia,NY,13673,44.19261719,-75.71096433
Farm Winery,Chenango,Steven Merr,Magpie Farms,1849 Hwy 41,Bainbridge,NY,13733,,
Farm Winery,Otsego,Bear Pond Inc,Bear Pond Winery,2515 State Highway 28,Oneonta,NY,13820,42.48784382,-74.97080511
Farm Winery,Cayuga,Cjs Vineyards Llc,Cjs Vineyards,6900 Fosterville Rd,Auburn,NY,13022,42.95150618,-76.67038689
Farm Winery,Onondaga,Beak & Skiff Apple Farms Inc,1911 Hard Cider,4472 Cherry Valley Tpke,Lafayette,NY,13084,42.90955195,-76.20104414
Farm Winery,Oswego,"Leon, Leroy & Craig Hurlbut",Ashley Lynn Winery,4142 State Route 104,Mexico,NY,13114,43.47746411,-76.30488559
Farm Winery,Broome,Lone Maple Farm Llc,Lone Maple Farm ,2001 Hawleyton Rd,Binghamton,NY,13903,42.06973103,-75.92295325
Farm Winery,Delaware,Eminence Road Farm Winery Corp,Eminence Road Farm Winery,3734 Eminence Road,Long Eddy,NY,12760,41.89889631,-75.04983277
Farm Winery,Jefferson,Coyote Moon Llc,Coyote Moon Vineyards,17371 County Route 3,Clayton,NY,13624,44.23821833,-76.01606704
Farm Winery,Onondaga,Anyelas Vineyards Llc,Anyelas Vineyards,2433 West Lake Road,Skaneateles,NY,13152,42.88852278,-76.41435773
Farm Winery,Chautauqua,Johnson Estate Winery Llc,Johnson Estate Winery ,8419 W Main Rd,Westfield,NY,14787,0.0,0.0
Farm Winery,Cayuga,Heart & Hands Wine Company Inc,Heart & Hands Wine Company ,4162 State Route 90N,Union Springs,NY,13160,42.86764647,-77.23025679999999
Farm Winery,Chautauqua,Donald M & Rosalind R Heinert,Blueberry Sky Farm Winery,10243 Ne Sherman Rd,Ripley,NY,14775,42.19483549,-79.7219879
Farm Winery,Chautauqua,Merritt Estate Winery Inc,Merritt Estate Winery,2264 King Road,Forestville,NY,14062,42.48489792,-79.20887391
Farm Winery,Schuyler,Diane G Buglion-Mannion,Rasta Ranch Vineyards,5882 Route 414,Hector,NY,14841,42.518640000000005,-76.87346098
Farm Winery,Seneca,Lucas Vineyards Inc,Lucas Winery,3862 County Road 150,Interlaken,NY,14847,42.62885016,-76.71096469
Farm Winery,Seneca,Shalestone Vineyards Llc,Shalestone Vineyards ,9681 Rte 414,Lodi,NY,14860,,
Farm Winery,Seneca,Poplar Ridge Vineyards Inc,Poplar Ridge Vineyards ,9782 Route 414,Valois,NY,14841,42.55038848,-76.8693652
Farm Winery,Ontario,Arbor Hill Associates Inc,Naples Valley Wine Cellars,6259 Hawks Rd,Naples,NY,14512,42.70738182,-77.38041815
Farm Winery,Steuben,Yvonne Mary Warren,Crooked Lake Winery,14248 State Route 54,Hammondsport,NY,14840,42.48695773,-77.13045882
Farm Winery,Seneca,Hosmer Inc,Hosmer; Brimfield Farm Cellars,6999 Route 89,Ovid,NY,14521,42.68557326,-76.74491981
Farm Winery,Schuyler,Leidenfrost Vineyards Llc,Leidenfrost Vineyards ,5677 Route 414,Hector,NY,14841,42.508405200000006,-76.87651456
Farm Winery,Seneca,Silver Thread Vineyard Llc,Silver Thread Vineyard,1401 Caywood Road,Lodi,NY,14860,42.56172009,-76.87833929
Farm Winery,Steuben,Chateau Frank Inc,Chateau Frank ,9683 Middle Road,Hammondsport,NY,14840,42.47262948,-77.18357263
Farm Winery,Seneca,Markan Corporation,Plane'S Cayuga Vineyard,6800 State Route 89,Ovid,NY,14521,42.69430203,-76.74426899
Farm Winery,Niagara,Niagara Landing Wine Cellars Inc,Niagara Landing Wine Cellars ,4434 Van Dusen Rd,Lockport,NY,14094,43.191009,-78.80171479
Farm Winery,Seneca,James Andrew Doolittle,Frontenac Point Vineyard,9501 Route 89,Trumansburg,NY,14886,42.56348408,-76.64709668
Farm Winery,Schuyler,Red Newt Cellars Inc,Red Newt Cellars,3675 Tichenor Rd,Hector,NY,14841,42.50088782,-76.86811298
Farm Winery,Seneca,Lamoreaux Landing Wine Cellars Llc,Lamoreaux Landing Wine,9224 Route 414,Lodi,NY,14860,42.57860189,-76.85718662
Farm Winery,Seneca,Lakeshore Winery Inc,Lakeshore Winery,5132 Route 89,Romulus,NY,14541,42.77619937,-76.76969279
Farm Winery,Seneca,G Thomas & Martha K Macinski,Standing Stone Vineyards,9934 Route 414,Hector,NY,14841,42.54473865,-76.87256149
Farm Winery,Schuyler,Lakewood Vineyards Inc,Lakewood Vineyards,4024 State Route 14,Watkins Glen,NY,14891,42.86542759,-77.22088790000001
Farm Winery,Seneca,Americana Vineyards & Winery Inc,Americana Vineyards & Winery ,4367 E Covert Rd,Interlaken,NY,14847,42.57546848,-76.67770300000001
Farm Winery,Seneca,Swedish Hill Vineyard Inc,Goose Watch Winery,5480 Route 89,Romulus,NY,14541,42.75869258,-76.77027273
Farm Winery,Seneca,Wagner Winery Llc,Wagner Vineyards,9322 Route 414,Lodi,NY,14860,42.57353499,-76.85819852
Farm Winery,Suffolk,Ospreys Dominion Vineyards Ltd,Ospreys Dominion Vineyards ,44075 Main Rd,Peconic,NY,11958,0.0,0.0
Farm Winery,Seneca,Bartons Hard Cider Llc,Bellwether Hard Cider,9070 Route 89,Trumansburg,NY,14886,42.58580915,-76.67245576
Farm Winery,Livingston,Deer Run Enterprises Inc,Deer Run Winery,3772 W Lake Rd,Geneseo,NY,14454,42.82325628,-77.71606877
Farm Winery,Niagara,Appleton Creek Winery Llc,The Winery At Marjim Manor,7171 E Lake Rd,Appleton,NY,14008,43.34785782,-78.63884121
Farm Winery,Yates,Alan D Hunt,Yates Cellars,3170 Route 54A,Bluff Point,NY,14478,42.60578649,-77.11703082
Farm Winery,Yates,Fulkerson Wine Cellars Llc,Fulkerson Wine Cellars,5576 Route 14,Dundee,NY,14837,42.49321166,-76.92406072
Farm Winery,Seneca,Thirsty Owl Wine Company Inc,Thirsty Owl Wine Company,6799 Elm Beach Road,Ovid,NY,14521,42.69271231,-76.74525076
Farm Winery,Yates,Hunt Country Vineyards Llc,Hunt Country Vineyards,4021 Italy Hill Rd,Branchport,NY,14418,42.59852621,-77.17255777
Farm Winery,Schuyler,Atwater Estate Vineyards Llc,Atwater Estate Vineyards ,5055 Rte 414,Burdett,NY,14818,42.47915893,-76.86938070000001
Farm Winery,Ontario,Sonnenberg Gardens,Finger Lakes Wine Center,151 Charlotte St,Canandaigua,NY,14424,42.89763257,-77.27551224
Farm Winery,Yates,Prejean Winery Inc,Prejean,561 Leach Rd,Penn Yan,NY,14527,42.63854422,-76.94405214
Farm Winery,Yates,Miles Wine Cellars Llc,Miles Wine Cellars ,168 Randall Crossing Road,Himrod,NY,14842,42.61705161,-76.92233320000001
Farm Winery,Schuyler,John Richard Tamburello,Glenhaven Farm,6121 Sirrine Road,Trumansburg,NY,14886,42.50525101,-76.70923988
Farm Winery,Yates,Seneca Shore Winery Inc,Seneca Shore Wine Cellars,929 Davy Rd,Penn Yan,NY,14527,42.71562854,-76.97160492
Farm Winery,Schuyler,Silver Springs Winery Llc,Silver Springs Winery,4408 Route 414,Burdett,NY,14818,42.44693097,-76.86385095
Farm Winery,Yates,Keuka Spring Vineyards Llc,Keuka Spring Vineyards,243 Route 54 East Lake Rd,Penn Yan,NY,14527,42.629201,-77.07081518
Farm Winery,Niagara,Honeymoon Trail Winery Llc,Honeymoon Trail Winery,4120 Ridge Rd,Lockport,NY,14094,43.20348012,-78.81880869
Farm Winery,Seneca,Varick Winery & Vineyard Llc,Varick Winery & Vineyard ,5102 Rte 89,Romulus,NY,14541,42.77757904,-76.76979976
Farm Winery,Yates,Steven D Shaw,Shaw Vineyard,3901 State Route 14 Unit 2,Himrod,NY,14842,42.57644198,-76.92979025
Farm Winery,Yates,Villa Bell'Angelo Llc,Villa Bellangelo,150 Poplar Point Rd,Dundee,NY,14837,42.565266799999996,-76.9178728
Farm Winery,Seneca,Martins Honey Farm & Meadery Llc,Montezuma Winery,2981 Auburn Rd,Seneca Falls,NY,13148,42.954849100000004,-76.75689926
Farm Winery,Yates,Kenneth F & Eileen M Farnan,Bc Farm Wnry & Barrington Cellars,2690 Gray Road,Penn Yan,NY,145279554,42.54938387,-77.08509204
Farm Winery,Schuyler,Damiani Wine Cellars Llc,Damiani Wine Cellars,5281 Peach Orchard Rd,Hector,NY,14841,42.49550126,-76.88101981
Farm Winery,Yates,Rock Stream Vineyards Llc,Rock Stream Vineyards,378 Allen Road,Rock Stream,NY,14878,42.48056616,-76.93888696
Farm Winery,Schuyler,Bloomer Creek Inc,Bloomer Creek Vineyard,5301 Sr 414,Hector,NY,14841,42.49044898,-76.86989832
Farm Winery,Monroe,Vino Corporation,Mayers Lake Ontario Winery,1593 Hamlin Parma Town Line Rd,Hilton,NY,14468,43.28990923,-77.83144920000001
Farm Winery,Yates,Anthony Road Wine Co Inc,Anthony Road Wine Co ,1020 Anthony Rd,Penn Yann,NY,14527,42.70573357,-76.97529167
Farm Winery,Wayne,Thorpe Vineyard Inc,Thorpe Vineyard,8150 Chimney Heights Blvd,Wolcott,NY,14590,43.29143389,-76.89957795
Farm Winery,Schuyler,Break Neck Creek Vineyards Llc,Catharine Valley,4201 State Route 414,Burdett,NY,14818,42.43639683,-76.8632498
Farm Winery,Yates,East Branch Winery Inc,Mcgregor Vineyard,5503 Dutch Street,Dundee,NY,14837,42.49916597,-77.10200053
Farm Winery,Chautauqua,Sparkling Ponds Winery Llc,Sparkling Ponds Winery ,10661 W Lake Road,Ripley,NY,14775,42.2690361,-79.75421839
Farm Winery,Steuben,Azure Hill Winery Inc,Azure Hill Winery,8716 Gallagher Road,Hammondsport,NY,14840,42.49809848,-77.18248984
Farm Winery,Yates,Frost Wines Llc,Hermann J Wiemer Vineyard,3962 Route 14,Dundee,NY,14837,42.5738196,-76.92803737
Farm Winery,Ontario,5 Kinder Farm Llc,Inspire Moore Winery And Vineyard,197 N Main St,Naples,NY,14512,42.62553343,-77.39525442
Farm Winery,Suffolk,Brooklyn Winery Llc,Brooklyn Winery ,35 Cox Neck Rd,Mattituck,NY,11952,40.98857499,-72.55385008
Farm Winery,Yates,Sdmd Enterprises Llc,Magnus Ridge Winery,5900 State Route 14,Rock Stream,NY,14878,42.47821395,-76.92393943
Farm Winery,Niagara,Eveningside Inc,Eveningside Vineyards,4788 Lower Mountain Road,Cambria,NY,14094,43.18270458,-78.78134286
Farm Winery,Chautauqua,Liberty Vineyards Llc,Liberty Vineyards And Winery,2861 Route 20,Sheridan,NY,14135,42.48329586,-79.24692928
Farm Winery,Niagara,A Gust Of Sun Llc,A Gust Of Sun,4515 Baer Rd,Ransomville,NY,14131,43.19419926,-78.85549166
Farm Winery,Niagara,James T Baker & Kathleen M Baker,Chateau Niagara Winery,2466 W Creek Road,Newfane,NY,14108,43.29584814,-78.71462506
Farm Winery,Seneca,Three Brothers Wineries & Estates Llc,Stony Lonesome Wine Cellars/Passion Feet Vineyards,623 Lerch Rd,Geneva,NY,14456,42.82041009,-76.92284593
Farm Winery,Steuben,Keuka Lake Vineyards Ltd,Keuka Lake Vineyards ,8872 8882 County Route 76,Hammondsport,NY,14840,42.43075657,-77.20137258
Farm Winery,Ontario,Raymor Estate Cellars Llc,Raymor Estate Cellars,3263 Wheeler Station Rd,Bloomfield,NY,14469,42.86871667,-77.38008917
Farm Winery,Seneca,Zugibe Enterprises Llc,Zugibe Vineyards,4277 E Lake Road,Geneva,NY,14456,42.81545765,-76.93139539
Farm Winery,Seneca,Belhurst Estate Winery Inc,Belhurst Estate Winery ,5525 E Lake Road,Romulus,NY,14541,42.75760688,-76.92116014
Farm Winery,Orleans,Schwenk Wine Cellars Llc,Schwenk Wine Cellars Mallard Point Vineyards,1456 Bills Road,Kent,NY,14477,43.34537452,-78.14963688
Farm Winery,Schuyler,Sawmill Creek Estate Llc,"Hector Wine Company, The",5610 Nys Route 414,Hector,NY,14841,42.50393615,-76.87496829
Farm Winery,Niagara,Martin & Ann Schulze,Schulze Vineyards & Winery,2090 Coomer Rd,Burt,NY,14028,43.31587098,-78.73990546
Farm Winery,Yates,Black Walnut Vineyards Llc,Serenity Vineyards,930 Davy Road,Penn Yan,NY,14527,42.71573492,-76.97171802
Farm Winery,Ontario,Billsboro Vineyards And Winery Llc,Billsboro Winery,4760 W Lake Road,Geneva,NY,14456,42.79820984,-76.97776425
Farm Winery,Schuyler,Peter Glenn Oughterson,Highland Cellars,1556 Altay Road,Rock Stream,NY,14878,0.0,0.0
Farm Winery,Chemung,Autumn Stoscheck,Eve'S Cidery,308 Beckhorn Hollow Road,Van Etten,NY,14889,,
Farm Winery,Wayne,Long Acre Farms Llc,Jd Wine Cellars,1342 Eddy Rd,Macedon,NY,14502,43.11628143,-77.31358041
Farm Winery,Schuyler,Ryan William Vineyard And Winery Llc,Ryan William Vineyard,5247 State Route 414,Hector,NY,14841,42.48776544,-76.87020304
Farm Winery,Chautauqua,K E V Inc,Quincy Cellars,10606 W Main Rd,Ripley,NY,14775,42.24897991,-79.74937729
Farm Winery,Chautauqua,Alton Lenox Noble,Noble Winery,8630 Hardscrabble Rd,Westfield,NY,14787,42.29162457,-79.62167479
Farm Winery,Niagara,Victorianbourg Wine Estate Ltd,Victorianbourg Wine Estate,4402 E Lake Road,Wilson,NY,14172,43.32280138,-78.79990702
Farm Winery,Suffolk,Lav Cor Agricultural Inc,Peconic Bay Winery,31320 Main Rd Po Box 818,Cutchogue,NY,11935,41.01796237,-72.48123401
Farm Winery,Schuyler,Little House Food And Beverage Llc,Little House Food And Beverage ,4115 Newtown Road,Burdett,NY,14818,,
Farm Winery,Wayne,Young Sommer Winery Llc,Young Sommer Winery,4287 Jersey Road,Williamson,NY,14589,43.2558156,-77.17689462
Farm Winery,Orleans,Leonard Oakes Estate Winery Inc,Leonard Oakes Estate,11540 Platten Road,Lyndonville,NY,14098,43.32129211,-78.37627044
Farm Winery,Ontario,Song Hill Winery Llc,Song Hill Winery ,521 County Rd 9,Victor,NY,14564,43.01403307,-77.39854334
Farm Winery,Steuben,Domaine Leseurre Llc,Domaine Leseurre ,13920 State Rte 54,Hammondsport,NY,14840,42.48484501,-77.13904399
Farm Winery,Seneca,Toro Run Winery Llc,Toro Run Winery ,3050 Swick Rd,Ovid,NY,14521,42.726434000000005,-76.76250552
Farm Winery,Wayne,Keg Rag Cellar Llc,Keg Rag Cellar ,5630 Norris Rd,North Rose,NY,14516,43.20515,-76.93312
Farm Winery,Orleans,Alexander R Salamaca,Salamaca Estate Winery,2660 Hindsburg Rd,Albion,NY,14411,43.28656325,-78.10523640000001
Farm Winery,Chautauqua,Olde Chautauqua Vineyards Llc,Twentyone Brix Winery,6654 W Main Rd,Portland,NY,14769,42.36901049,-79.49021924
Farm Winery,Tioga,Glen Park Vineyards Llc,Glen Park Vineyards ,633 Allen Glen Rd,Owego,NY,13827,42.122679999999995,-76.25686999999999
Farm Winery,Steuben,Heron Hill Vineyards Inc,Heron Hill Winery,9301 County Rte 76,Hammondsport,NY,14840,42.45348038,-77.19815711
Farm Winery,Suffolk,Laurel Lake Vineyard Ltd,Laurel Lake Vineyard ,3165 Main Rd Rt 25,Laurel,NY,11948,40.97187067,-72.55797495
Farm Winery,Yates,Todd W Eichas & Dani A Eichas,New Vines Bed & Breakfast,1138 Travis Rd,Penn Yan,NY,14527,42.71526846,-76.98578154
Farm Winery,Yates,Monello Llc,Monello ,701 State Route 14,Penn Yan,NY,14527,42.73109527,-76.9714795
Farm Winery,Schuyler,S Bronstein Estates Llc,Barnstormer Winery,4184 Rte 14,Rock Stream,NY,14878,42.43467294,-76.90726842
Farm Winery,Seneca,Boundary Breaks Llc,Boundary Breaks ,1428 Porter Covert Rd,Lodi,NY,14860,42.6298236,-76.87132041
Farm Winery,Westchester,Brothers Covino Llc,Brothers Covino ,130 Hardscrabble Rd,North Salem,NY,10560,41.34954914,-73.63471700000001
Farm Winery,Schuyler,Flwc Vineyards Inc,Chateau Lafayette Reneau,5081 Route 414,Hector,NY,14841,42.48132432,-76.86978658
Farm Winery,Yates,Vineyard View Winery Llc,Vineyard View Winery,2971 Williams Hill Rd,Keuka Park,NY,14478,42.62327888,-77.10082872
Farm Winery,Ontario,Forking Paths Vineyards Inc,Ravines Wine Cellars,400 Barracks Rd,Geneva,NY,14456,42.57644198,-76.92979025
Farm Winery,Yates,Johannes J Reinhardt,Kemmeter Wines,1020 Anthony Rd,Penn Yan,NY,14527,42.70578839,-76.9752953
Farm Winery,Niagara,Donovan Orchards Llc,Black Bird Ciderworks,8503 Lower Lake Rd,Barker,NY,14012,43.36347836,-78.55987257
Farm Winery,Niagara,Midnight Run Wine Cellars Llc,Midnight Run Wine Cellars,3301 Braley Rd,Ransomville,NY,14131,43.26414734,-78.86514688
Farm Winery,Suffolk,Loughlin Vineyards Inc,Loughlin Vineyards,South Main St,Sayville,NY,11782,,
Farm Winery,Chautauqua,Robert Mazza Inc,Mazza Chautauqua Cellars,8398 W Rte 20,Westfield,NY,14787,42.30823259,-79.60389676
Farm Winery,Seneca,Kelley Oneill,Randolph O'Neill Vineyard,6965 Rte 89,Ovid,NY,14521,42.68659411,-76.74505515
Farm Winery,Yates,Point Of The Bluff Vineyard Llc,Point Of The Bluff Vineyard ,8524 Broadview Heights,Keuka Park,NY,14478,0.0,0.0
Farm Winery,Schuyler,Castel Grisch Management Llc,Castel Grisch,3380 County Rte 28,Watkins Glen,NY,14891,42.39728287,-76.90541121
Farm Winery,Steuben,Michelle M Hartman,Deep Root Vineyard,10391 Cross St,Hammondsport,NY,14840,42.50630711,-77.16409032
Farm Winery,Yates,Red Tail Ridge Inc,Red Tail Ridge Winery,846 St Rte 14,Penn Yan,NY,14527,42.722829,-76.97295618
Farm Winery,Wayne,Celk Distilling Llc,"Apple C'Ntry Spirits, Silverback Dist, Rootstock",3274 Eddy Rd,Williamson,NY,14589,43.2021,-77.2235
Farm Winery,Yates,Fox Run Vineyards Inc,Fox Run,670 Route 14,Penn Yan,NY,14527,42.73237559,-76.97180406
Farm Winery,Suffolk,North House Vineyards Inc,Jamesport Vineyards,Main Road Route 25,Jamesport,NY,11947,0.0,0.0
Farm Winery,Seneca,Robin'S Vines Llc,Buttonwood Grove Winery,5986 State Rte 89,Romulus,NY,14541,42.734559999999995,-76.76762
Farm Winery,Ontario,Lacey Magruder Vineyard & Winery Inc,Lacey Magruder Vineyard & Winery ,462 Armstrong Rd,Geneva,NY,14456,42.80111647,-76.99710055
Farm Winery,Suffolk,Influence Wines Llc,Influence Wines,35 Cox Neck Rd,Mattituck,NY,11952,40.98857499,-72.55385008
Farm Winery,Erie,Richard J Byington & Russell J Byington,Savage Winery,11300 Savage Rd,Chaffee,NY,14030,42.57245774,-78.51466859
Farm Winery,Seneca,Sheldrake Point Vineyard Llc,Sheldrake Point Vineyard & Winery,7448 County Rd 153,Ovid,NY,14521,42.66377164,-76.70074879
Farm Winery,Onondaga,Robert Mattucci,Stone Age Winery,1013 Tulip St,Liverpool,NY,13088,43.11035652,-76.20594106
Farm Winery,Chemung,Stoneyridge Orchard & Winery Llc,Stoneyridge Orchard & Winery ,160 Bixby Rd,Erin,NY,14838,42.15932566,-76.66190767
Farm Winery,Niagara,Long Cliff Vineyard & Winery Inc,Long Cliff Vineyard & Winery ,3617 Lower Mountain Rd,Sanborn,NY,14132,43.17664061,-78.84656426
Farm Winery,Genesee,Potoczak Bee Farms Inc,Midgard Winery,541 Bell Rd,Corfu,NY,14036,42.92832532,-78.44193258
Farm Winery,Ontario,"New York State Wine And Culinary Center Inc, The",New York Kitchen,800 S Main St,Canandaigua,NY,14424,42.87631642,-77.27314285
Farm Winery,Schuyler,Flatt Rock Wine Cellars Llc,Flatt Rock,5835 Spirawk Rd,Hector,NY,14841,0.0,0.0
Farm Winery,Genesee,Black Creek Cidery Llc,Black Creek Cidery ,6885 Warboys Rd,Byron,NY,14422,43.11138,-78.02586
Farm Winery,Tioga,Richford Hill Winery Llc,Richford Hill Winery ,600 Payne Marsh Rd,Richford,NY,13835,42.363929999999996,-76.18513
Farm Winery,Ontario,Empire Cider Company Llc,Empire Cider Center/The Cider Lab,500 Technology Farm Dr,Geneva,NY,14456,42.87236,-77.00827
Farm Winery,Schuyler,Forge Cellars Llc,Forge Cellars ,5610 State Rte 414,Hector,NY,14841,42.50527,-76.87571
Farm Winery,Suffolk,Jemco Winery Associates Inc,Kontokosta Winery,825 North Rd,Greenport,NY,11944,41.11500925,-72.36518108
Farm Winery,Suffolk,Wolffer Estate Vineyard Inc,Wolffer Estate Vineyard,139 Sagg Rd,Sagaponack,NY,11962,40.94457831,-72.27877567
Farm Winery,Suffolk,Duck Walk Vineyards Inc,Duck Walk Vineyards ,231 Montauk Hgwy,Water Mill,NY,11976,40.90269679,-72.36565353
Farm Winery,Suffolk,Woodside Orchards Inc,Woodside Orchards ,729 Main Rd,Aquebogue,NY,11931,40.94708151,-72.61840824
Farm Winery,Yates,"Cool Climate Wine Group Llc, The","Cool Climate Wine Group , The",491 State Rte 54,Penn Yan,NY,14527,42.592240000000004,-77.07731
Farm Winery,Schuyler,Osmote Wine Llc,Osmote Wine ,5281 Peach Orchard Rd,Hector,NY,14841,42.49543,-76.88049000000001
Farm Winery,Suffolk,Reilly Cellars Llc,Reilly Cellars ,37025 Main Rd,Cutchogue,NY,11935,41.14985199,-72.25584391
Farm Winery,Seneca,Knapp Farms Inc,Knapp Winery & Vineyard Restaurant,2770 County Rd 128,Romulus,NY,14541,0.0,0.0
Farm Winery,Niagara,Patrick Vaughn Incorporated,Liten Buffel,8822 Pearson Rd,Middleport,NY,14105,43.22784,-78.54269000000001
Farm Winery,Suffolk,Mattebella Vineyards Holding Company Llc &,Mattebella Vineyards -Dba Mattebella Vineyards,46005 Route 25,Southold,NY,11971,41.04908631,-72.44433876
Farm Winery,Ontario,Wicked Water Llc,Wicked Water ,479 Castle St,Geneva,NY,14456,42.87007,-76.99714
Farm Winery,Suffolk,Paumanok Vineyards Ltd,Paumanok Vineyards ,1074 Main Rd,Aquebogue,NY,11931,0.0,0.0
Farm Winery,Ulster,Tuthilltown Spirits Llc,Tuthilltown Spirits,14 Gristmill Lane,Gardiner,NY,12525,41.68762751,-74.17506834
